Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	DIA_1_S5-B1_1_12203.d	DIA_2_S5-C1_1_12204.d	DIA_3_S5-D1_1_12205.d	DIA_4_S5-E1_1_12206.d	DIA_5_S5-F1_1_12207.d	DIA_6_S5-G1_1_12208.d	DIA_7_S5-A2_1_12209.d	DIA_8_S5-B2_1_12210.d	DIA_9_S5-C2_1_12211.d	DIA_10_S5-D2_1_12212.d	DIA_11_S5-E2_1_12213.d	DIA_12_S5-F2_1_12214.d	DIA_13_S5-G2_1_12215.d	DIA_14_S5-A3_1_12216.d	DIA_15_S5-B3_1_12217.d	DIA_16_S5-C3_1_12218.d	DIA_17_S5-D3_1_12219.d	DIA_18_S5-E3_1_12220.d	DIA_19_S5-F3_1_12221.d	DIA_20_S5-G3_1_12222.d	DIA_21_S5-A4_1_12223.d	DIA_22_S5-B4_1_12224.d	DIA_23_S5-C4_1_12225.d	DIA_24_S5-D4_1_12226.d	DIA_25_S5-E4_1_12227.d	DIA_26_S5-F4_1_12228.d	DIA_27_S5-G4_1_12229.d	DIA_28_S5-A5_1_12230.d	DIA_29_S5-B5_1_12231.d	DIA_30_S5-C5_1_12232.d	DIA_31_S5-D5_1_12233.d	DIA_32_S5-E5_1_12234.d	DIA_33_S5-F5_1_12235.d	DIA_34_S5-G5_1_12236.d	DIA_35_S5-A6_1_12237.d	DIA_36_S5-B6_1_12238.d	DIA_37_S5-C6_1_12239.d	DIA_38_S5-D6_1_12240.d	DIA_39_S5-E6_1_12241.d	DIA_40_S5-F6_1_12242.d	DIA_41_S5-G6_1_12243.d	DIA_42_S5-A7_1_12244.d	DIA_43_S5-B7_1_12245.d	DIA_44_S5-C7_1_12246.d	DIA_45_S5-D7_1_12247.d	DIA_46_S5-E7_1_12248.d	DIA_47_S5-F7_1_12249.d	DIA_48_S6-B1_1_12252.d	DIA_49_S6-C1_1_12253.d	DIA_50_S6-D1_1_12254.d	DIA_51_S6-E1_1_12255.d	DIA_52_S6-F1_1_12256.d	DIA_53_S6-G1_1_12257.d	DIA_54_S6-A2_1_12258.d	DIA_55_S6-B2_1_12259.d	DIA_56_S6-C2_1_12260.d	DIA_57_S6-D2_1_12261.d	DIA_58_S6-E2_1_12262.d	DIA_59_S6-F2_1_12263.d	DIA_60_S6-G2_1_12264.d	DIA_61_S6-A3_1_12265.d	DIA_62_S6-B3_1_12266.d	DIA_63_S6-C3_1_12267.d	DIA_64_S6-D3_1_12268.d	DIA_65_S6-E3_1_12269.d	DIA_66_S6-F3_1_12270.d	DIA_67_S6-G3_1_12271.d	DIA_68_S6-A4_1_12272.d	DIA_69_S6-B4_1_12273.d	DIA_70_S6-C4_1_12274.d	DIA_71_S6-D4_1_12275.d	DIA_72_S6-E4_1_12276.d	DIA_73_S6-F4_1_12277.d	DIA_74_S6-G4_1_12278.d	DIA_75_S6-A5_1_12279.d	DIA_76_S6-B5_1_12280.d	DIA_77_S6-C5_1_12281.d	DIA_78_S6-D5_1_12282.d	DIA_79_S6-E5_1_12283.d	DIA_80_S6-F5_1_12284.d	DIA_81_S6-G5_1_12285.d	DIA_82_S6-A6_1_12286.d	DIA_83_S6-B6_1_12287.d	DIA_84_S6-C6_1_12288.d	DIA_85_S6-D6_1_12289.d	DIA_86_S6-E6_1_12290.d	DIA_87_S6-F6_1_12291.d	DIA_88_S6-G6_1_12292.d	DIA_89_S6-A7_1_12293.d	DIA_90_S6-B7_1_12294.d	DIA_91_S6-C7_1_12295.d	DIA_92_S6-D7_1_12296.d	DIA_93_S6-E7_1_12297.d	DIA_94_S6-F7_1_12298.d	DIA_95_S6-G7_1_12299.d	DIA_96_S6-A8_1_12300.d	DIA_97_S6-B8_1_12301.d	DIA_98_S6-C8_1_12302.d	DIA_Pool1_S5-A1_1_12202.d	DIA_Pool2_S5-G7_1_12250.d	DIA_Pool3_S6-A1_1_12251.d	DIA_Pool4_S6-D8_1_12303.d
P01721	P01721	LV657_HUMAN	IGLV6-57	Immunoglobulin lambda variable 6-57	782.567		381.486	360.109	565.937	208.586							267.395			863.577		551.885	624.335	197.099	773.909	533.297				566.855			452.429			681.292	428.727		484.441				703.869	856.916	1654.34	1483.65						459.041	659.416	93.6752			1355.82			585.372	512.156		688.642	207.318			585.253			765.367	1037.38	1230.46	206.671	360.619		821.787	820.984	1058.11	632.708	2538.51	1126	1142.07	657.759	429.97	659.562	243.884	692.042		764.648	460.541			309.551	743.441	477.001	780.372			660.183			235.965		787.426	399.311	420.401
P01732	P01732	CD8A_HUMAN	CD8A	T-cell surface glycoprotein CD8 alpha chain	1155.69	1764.07	1686.69	1190.43	1598.81	852.166	869.122	1099.34	1305.2	1138.33		2398.4	1611.41	1131.95	841.559	1048.25	970.848	774.72	1045.84		1031.69		1607.42	1480.85	1246.54	1288.06	1378.85	892.351	1347.2	1323.08		597.055	1262.25	836.69	788.795	908.709	769.577	803.403	1534.04	1034.82	872.055	1791.68	786.145	2095.39	1911.63	1428.54	1378.6	1731.07	1476.44	1310.94	1166.26	920.579	2578.43		1130.09	475.246	1646.57	1261.05	968.153	1122.73	1212.41	1177.8	1012.01	747.196	1223.68	1571.39	801.291	1202.83	784.623	1069.09	1749.34	1058.11	1355.21	822.966	627.619	774.168	945.354	1327.34	1673.21	1146.29	1238.69	1087.95	1795.27	1500.1	902.066	1713.52	1390.61	1411	960.921	1325.65	1066.71	863.093	1256.76	1022.65	834.805	1029.16	1560.11	1700.53	1065.62	962.833	1253.26	1401.48
P01743	P01743	HV146_HUMAN	IGHV1-46	Immunoglobulin heavy variable 1-46	745.627						555.494		663.742		2601.31	507.797											541.02			592.559	601.492	223.941	318.208											2988.06								702.633	761.512		530.672		973.079			647.004								1050.92		2525.51			3523.61		1336.79	650.067	887.875	723.296	4057.11	4465.27	5485.24	3488.82	2145.64	1016.84	1041.71		1343.63					690.815	1212.13	638.813							460.82		583.743		989.146	958.12
P01764	P01764	HV323_HUMAN	IGHV3-23	Immunoglobulin heavy variable 3-23	21518.6	13032.4	9862.14	11665.6	18572.3	10465.7	14088	15753.8	9179.93	9037.71	40858.5	11504.4	11225.2	9578.31	7289.66	11342.2	13570.9	6938.2	18400	10884.1	12109.7	4405	10122.4	9845.09	5615.96	4253.97	12503.9	5858.68	12903.4	7785.33		11615.3	12518.1	8696.08	9107.61	6695.01	7170.96	6751.44	14298.2	14585.6	21096.1	8218.19	5524.96	12178.9	5975.66	6693.26	12140.7	8352.75	7803.12	3982.66	19720.2	3949.27	10480.4		4896.93	13846.2	7986.14	10582.5	6392.09	3044.06	3523.28	4544.1	3614.83	4204.06	5010.08	8024.47	11217.4	3238.04	7480.54	12730.3	11378.4	8215.76	5519.04	10072.1	24595.3	53751.1	120700	61856.5	14520.7	8286.26	15311.1	8675.64	7622.16	2714.34	6016.06	5706.32	9333.11	5585.95	11543.4	8325.88	10518.8	5973.52	2806.23	2411.79	7296.83	19367	4419.97	2038.97	19130.6	11724.4	7731.38	5331.33
P01780	P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7	60943.1	34724.7	24745.1	33659.7	49427.2	40633.6	27925	33561	21642	51612	109802	46020.5	37154.4	31797.8	42014	26808.4	44199.3	24552.4	54784.2	30924.6	41962.1	16020.7	35231.5	28173.4	19489.2	24851.5	48291.7	23793.2	60730.8	25281.7	43927.4	49745.6	32707.5	23137.3	23349.5	30083.3	24292.1	18369.4	47476.9	48730	88030.5	40507	20320.7	29961.4	24624	21975.5	36296.6	19720.6	25673.1	15565.1	36816.8	13806	34483.9	127740	18475.3	29617.5	20157.7	21849.2	21374.5	17901.4	13332.4	10521.3	11496.7	20179.3	22378.2	18558.6	50705.9	22851.2	13567.9	19240.2	32244.7	27578.9	35471.3	37118.6	118055	151751	270824	173175	56854.3	26701.7	51445.5	19031.4	12388	12769.6	27668.2	27290.5	26827.1	17964.1	22399.3	25280.9	25605.1	31026.8	15343.3	13471.2	27743.8	48517.1	15991.2	8008.77	65520.4	44893.6	26450.8	18907.5
P01814	P01814	HV270_HUMAN	IGHV2-70	Immunoglobulin heavy variable 2-70																																												463.993									352.396																		343.206						227.786								1154.47														345.535			151.106
P01817	P01817	HV205_HUMAN	IGHV2-5	Immunoglobulin heavy variable 2-5	1085.7	376.869	329.778	901.058		508.112	762.758	315.016	449.023	723.79	720.81	1933.71	896.377		337.369	131.804	1028.84		700.821		813.461		992.796	718.7	453.575	674.634	863.299		495.852			406.304		508.685	724.088	1348.41	294.998			350.274	1051.24	636.824	706.944				466.148	588.671	490.811	298.537		549.918	611.525		352.81	936.571	414.186	581.48	1029.54		389.845		979.35	794.633	422.325	527.896	347.396	513.55	995.984	602.344	850.327	894.972	486.363		1206	1758.08	4070.91	1811.69	347.261		1056.96	460.382		302.908	1259.62	321.188	669.849	210.109	219.631	356.866	1047.55	549.195		650.183	999.657	1208.12	330.779		888.629	1233.68		395.097
P01824	P01824	HV439_HUMAN	IGHV4-39	Immunoglobulin heavy variable 4-39	141137	69301.2	64930.3	82205.2	105571	33697.4	91062.5	56652.7	39119.1	78952.5	76997.3	113689	63679.2	72557.4	64276.6	40292.9	65162.8	29545.6	127609	42143	86885.3	61355.9	57820.6	49435.2	34858.5	56390	73491.3	34575.4	68525.4	46801.5	9650.33	78731.4	120957	77570.1	77408.9	48314.8	60699.5	46154.2	72942.6	152595	247116	66530.8	25750.8	73974.5	58253.2	55500.9	108981	58766.2	76401.8	48384.7	78756.9	10278.4	84528.6	26387	52437.4	68562	62298.9	53329.4	48884.8	29566.6	32867.8	39286.4	55389.8	37883.5	62861.8	77598.4	126338	72392.5	60764.9	41992.5	99746.1	50546	83222.4	55918.9	92268.5	186274	141643	126657	67739.8	43776.7	55439.2	47685.6	46330.8	30549.1	92222.6	77671.1	109488	60432.3	74761.7	45389.9	92476.7	63191	37733.3	45254.5	129366	90284.6	54882.2	20612.3	116037	111798	56447.1	56110.4
P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor	1421.24	654.006	736.508	1474.46	1251.19	1120.88	918.605	2877.16	696.534	1309.92	1818.81	1177.82	801.853	1850.93	618.682	1198.96		615.653	1804.43	411.006	534.781	937.854	654.002	1176.22	685.525	950.602	944.699	746.788	511.334	668.774		566.906	471.523	1169.09	824.218	450.145	976.716	662.938	668.327	867.095	1488.66	1109.06		642.889	1241.75	546.914	4323.25	973.981	900.165	939.999	1138.49	1040.47	1173.28		846.34	1490.19	643.271	1356.58	732.47	1086.53	1309.45	763.805	641.499	1146.82	1379.75	1057.49	2580.65	1189.44	793.79	1161.97	836.456	1075.71	500.916		847.725	444.214	338.898	1172.68	580.258	672.318	752.217	954.447	1512.62	1145.02	2244.29	1385.19	698.077	972.201	692.811	729.247	781.599	913.999	534.006	396.625	1249.06	1226.56	1204.45	692.886	798.729	1096.55	1681.12	970.294
P01834	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant	356339	153239	167997	257395	231909	185003	194343	100708	115376	217048	381286	248634	150407	182962	174481	158294	187316	118994	363045	171037	196450	83628	139816	145788	124092	145852	235434	141025	211568	182092	144813	171648	282359	131427	166826	186769	148249	130409	154077	289044	435339	185776	92411.8	150992	142627	104222	334090	107373	170565	196760	158414	66156.8	172080	465164	104178	195517	136385	114087	109100	84395	83649.2	66863.7	80938.7	78528	95844.2	134548	261797	116458	93079.5	128483	159888	119999	133787	238588	243321	536820	515477	561324	146924	159353	160996	114581	77952.7	47797.5	242957	161474	173862	119562	163456	103564	180688	138106	107902	102748	240269	229908	104915	28873.4	271273	295774	146636	112023
P01854	P01854	IGHE_HUMAN	IGHE	Immunoglobulin heavy constant epsilon	199.592												477.606	3051.39																								1077.53	4194.21										1353.89							881.141			721.787				863.312				791.192	663.682		1204.16							432.775									13458.5			819.523										312.979	664.068		
P01857	P01857	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	1.38E+06	1.02E+06	1.26E+06	1.44E+06	844865	887846	1.29E+06	884384	951724	852029	3.04E+06	1.52E+06	987255	681507	798302	730393	556374	601237	1.75E+06	1.05E+06	1.05E+06	703477	867014	843179	746654	902430	1.30E+06	660680	437038	573215	430505	838156	1.04E+06	930996	921290	973601	959133	706967	793935	1.80E+06	1.55E+06	987895	565044	1.15E+06	732530	700681	1.71E+06	914501	1.13E+06	1.12E+06	936350	345201	940026	577586	638134	1.36E+06	897739	978463	947829	593827	571399	699628	534999	541307	400733	875509	1.20E+06	943337	650304	465368	788829	517684	907984	960538	2.34E+06	3.02E+06	2.84E+06	3.75E+06	1.48E+06	1.08E+06	1.45E+06	821173	743154	441639	980291	1.26E+06	1.00E+06	1.13E+06	1.22E+06	714471	1.07E+06	455423	513742	709662	1.05E+06	1.37E+06	519351	564222	1.59E+06	1.44E+06	778470	729410
P01859	P01859	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2	315914	102698	139997	212193	172842	140464	99933.6	84443.5	103648	136613	428864	120834	135507	164961	90202.3	183608	115107	148185	199100	101817	115044	21651.6	100750	127673	80979	101206	188074	81068.1	142370	83588.4	158287	145296	172741	50734.5	104001	54534	63536.1	86608.9	110911	65181	136716	133819	62506.2	72235.1	65785.5	106926	216247	67881.8	65626.2	152045	134860	70843	34802.2	63689.5	90690.6	98594.4	67750.9	115707	41267.9	110958	65996.2	55052.4	27141.8	71694.4	73647.7	72727.6	164392	90439.1	57188.5	78266	109971	75456.5	77783.6	146951	274517	536600	733788	681056	74143.9	112753	124584	72084.9	61323.2	44642.7	69264.4	90749.5	102793	61691.6	76746.5	51785	116787	60168.7	50092.3	38936.2	81005.4	146642	58998	25480.9	250672	149465	83142.8	69702.3
P01861	P01861	IGHG4_HUMAN	IGHG4	Immunoglobulin heavy constant gamma 4	15778.6	10339.8	46624.6	34034.2	41640.8	37631.7	38480.7	19959.9	15551.7	44138.6	63669.9	27485.6	34259.4	21978.1	21594.2	14846.4	20985.3	49087.6	47543.1	16907.1	47046.7	8554.56	29156.3	10977.7	12678.9	25172.9	43160.5	12690.4	16952.7	17852.7	34197.3	9564.19	13521.6	10210.9	38199.4	17180.6	22407.4	13232.8	12664.3	29105.8	18495.4	18214.4	13340.2	41403.1	11592.3	7400.37	9388.77	16089.3	33506.2	17640.6	19225.5	23414.2	4335.22		45723.9	21852.8	21621.2	5747.52	24228.2	21698.2	14719.9	11685.9	22973.7	14688.2	14698.8	10402.7	15640	29602	7025.22	10021.2	11009.5	10861.2	8922.19	12060.5	20546.2	17536.4	42720.2	28780.4	17298	17991.5	41602	10605.2	10665.4	3183.14	7121.73	7907.38	10230.4	14184.2	6545.78	7197.17	12770.2	8367.82	8501	20810.7	5000.76	31523.5	8598.35	20286.8	32950.2	30997.7	32438.2	14010.1
P01871	P01871	IGHM_HUMAN	IGHM	Immunoglobulin heavy constant mu	11409.5	15630.1	16507.6	12965.4	65794.9	14482.1	7227.34	117238	6810.71	11479.7	89575.8	17977.2	3227.71	4273	9190.71	6695.32	7227.47	5360.77	29078.7	26472.5	13132.7	4940.23	16616.1	11789.3	4830.48	6885.41	13451.1	5429.3	4695.14	3341.94	10435.3	9550.61	6179.88	10711	4923.92	6427.51	4424.82	3798.12	15824.9	10014.1	11615.4	10774	7147.28	5010.02	8468.4	12561.6	9247.35	11051.5	8301.03	8135.75	8461.39	6209.63	15784.4		7634.3	23119.8	13091.2	11197.3	5030.93	4766.18	5012.28	5236.19	6745.73	7776.53	4824.61	8016.35	11644.9	8289.84	2392.68	2368.4	12093.7	25854.8	4365.48	10807.8	53943.3	154592	266651	279776	60894.9	24403.5	51852.6	2237.38	9776.21	6916.29	5107.96	22749.2	9435.63	13604.8	6155.34	8358.52	8537.57	6178.89	5605.95	3278.55	5580.04	33449.6	6638.04	2515	43662.5	11807.7	11285.1	7412.42
P01876	P01876	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1	829567	320413	429246	793781	825763	351622	608451	179332	300194	756265	421671	531358	710401	527101	556482	543043	592265	303559	621251	356380	822316	270003	496147	300187	288089	340232	803481	573948	643797	634067	431964	563386	735800	397323	551128	664524	342590	385562	305468	691305	943682	508781	234437	378534	284876	275497	319704	417595	652572	392984	537683	139427	476711	894252	281386	488049	393886	272383	396651	180893	246681	73423.9	348959	522104	442525	655599	727351	324792	363183	588519	692927	542887	461233	635621	348271	901795	687150	783499	237434	346113	447592	357400	251968	200793	674284	489098	594582	151243	536572	526502	527638	679343	346271	225333	1.08E+06	700746	338952	91287.2	656755	790221	421284	404370
P01877	P01877	IGHA2_HUMAN	IGHA2	Immunoglobulin heavy constant alpha 2	448378	40428.4	39591.9	110121	76471.8	43211.8	68315.9	23952.4	16628	58969	49137.1	55167.2	76206.8	66895.5	49770.5	119670	130363	41064.8	73478.9	24074.2	73844.2	16467	29498.6	46734.4	25353.3	47145.6	105864	110172	27248.4	51918.7	3817.08	109594	40840.9	27343.9	100143	99221.7	13813.2	85255.4	15221.2	101051	415774	55279	21824.6	85472.6	20651.8	18141.4	19138.8	42688.1	86002.5	242854	40862.4	23481.7	30233.1		21723.4	59915.8	45185.2	40502.7	38096.9	19537.3	79287.5	14549	35403.6	57205.3	39354.4	11402.7	154268	205806	49443.2	63305.5	129550	127929	82802	190709	26889.4	73279.7	36831.8	44838.5	31681.3	35818	146310	27519	28547.6	48872.4	362567	35748	63101.5	37116.9	89754.6	29005.2	49451.4	113604	31290.3	46626.2	124653	26483.2	90529.7	13479.7	110019	115626	75372.8	75840.5
P01880	P01880	IGHD_HUMAN	IGHD	Immunoglobulin heavy constant delta	2772.18	2131.23		480.261	696.867		1181.83	787.698		2221.77	4006.27	1408.48	1332.42		1679.32	1204.99			773.143		2357.72	409.291	1739.7		768.674	502.38			476.864				438.112							1320.56	615.806	782.426				489.145		1609.66			1384.51					521.897	2173.54	762.452	1763.97					312.091	1713.11	692.79	2233.6	580.932		1126.85	810.176	669.645		1344.17		1778.97	741.229				828.129			720.924		2123.65	976.4		776.997		639.025	1918.77	1194.71	519.91	1233.81	1855.09		588.117	1115.2			931.363
P01889	P01889	HLAB_HUMAN	HLA-B	"HLA class I histocompatibility antigen, B alpha chain"	748.487	787.955	2277.35	738.309	1026.46	805.562	665.729	1057.46	330.662		1435.04	1654.59	1344.16	376.71	1319.46	743.929		1383.36	1001.14	1226.77	862.073	739.495		599.06	682.435	531.958	1321.66	918.073	1105.28	723.189		1217.72	1169.12	853.266	1273.81	1796.56	1998.33		1673.9	1528.33	1245.17	1233.1		1138.12		1021.93	391.47	798.321	813.253	855.069	853.041	1319.26	1896.02		1713.84	1006.26	846.348	1362.22	745.797	823.657	1447.85	812.543	1100.72	1270.53	1927.93	759.867	1260.89	1607.82	2205.19	1930.29	1123.35	1111.24	690.466	1536.59	1350.42	1431.93	921.026	2186.86	1081.21	2245.67	1920.78	1129	1588.44	1705.85	1386.26	1890.71	954.448	800.91	1093.29	1241.2	1026.76	981.427	816.25	1513.66	1258.49	768.592	1586.03	1179.39	1101.31	844.417	886.907	1344.41
P02008	P02008	HBAZ_HUMAN	HBZ	Hemoglobin subunit zeta	710.677	469.363	440.328				595.258			2147.25				344.296					504.794			647.422																																																								339.186																					1553.18			
P02042	P02042	HBD_HUMAN	HBD	Hemoglobin subunit delta	6366.71	4564.24	1942.08	1431.86	1259.71	2112.39	1172.2	2507.45	1767.26	23605	18746.4	3407.9	1194.32	3378.53	7560.06	2112.65	1617.08	3622.76	1189.71	2036.43	750.31	1119.15	2113.34	1774.36	895.465	1925.19	4008.52		2371.19	1403.6		3979.65	1575.25	1504.45	3954.56	989.401	23012	2478.51	1577.99	1071.83	2534.33	2813.16	1613.48	7464.45	1649.78	673.267	2717	2093.99	2482.06	2204.02	3384.39	1680.57	2400.19		1578.76	3603.75	3409.21	1826.46	2565.16	2055.33	2597.95	6332.33	771.912	811.933	553.87	2979.19	2231.44	1998.53	1892.48	2394.4	2366.38	1043.29	1218.97	6590.46	5415.07	11815.1	18754.3	3919.49	23936.6	16954.7	1344.79	1977.07	2234.84	2421.16	3040.52	2901.24	1677.53	2838.88	2841.08	936.542	2216.83	2749.6	1697.72	1544.21	1816.97	2060.89	2233.54	3043.53	5686.59	2776	2417.38	2263.59
P02144	P02144	MYG_HUMAN	MB	Myoglobin	179.224	278.538	475.126	550.767	275.633			181.505	243.363		250.659			185.482	128.282	289.028		672.612		227.427		150.088						316.77	556.455				50.8442	211.005			367.259		356.29					76.0089						364.789						141.373		131.502						259.342	288.192	295.891				355.567	354.262	593.048				162.885	126.214	226.755	157.466			390.121			440.681			432.365	130.537		337.088		172.125		280.337			416.328		307.653	324.591	430.876
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	13096.5	12633.2	18063.4	17416.3	23231	15724.1	14435.9	13241.1	11284	10457.5	10782.4	16336.1	20980.1	17672.5	7914.77	18484.6	12148.8	15337.7	22254	9877.1	14636.2	16536.6	13671.2	13363.7	15568.2	19877.9	18522.2	14001.2	17505.9	12813.9		16244.4	14277	16097.8	10089	13592.6	10360.5	12361.6	17389	14674.6	14318.9	18600.4	11049.2	8482.8	13686.4	13445.1	15169.1	16884.5	21647.5	14204.8	18601.8	15591.8	11531.8		11994.2	16381.6	11703.8	29215.1	15855.1	21491.3	17915.7	18045.7	10923.2	16053.1	20434.8	19557	19697.5	49493.2	16912.9	17534.6	18975.2	12707.2	14030.9	10564.5	9894.38	11753	5984.49	12666.3	11163.5	16237.5	13248.9	13517.9	20239.9	22231.2	11240	10894.4	14374.7	12444.3	15649.8	15081.8	16139.3	16493.9	14831.3	12395.6	17962.5	12223	15380	15863.5	14784.2	18366.6	17776.7	14507.1
P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain	4303.25	5572.03	5819.34	7148.62	8927.48	5640.2	7268.13	4732.21	4432.49	6957.67	6357.77	8608.56	9145.49	7536.37	3651.25	6763.33	3181.97	5811.53	6287.98	6363.29	5307.62	5868.74	5462.85	4299.11	7195.43	7584.37	8465.97	4135.45	5694.67	5940.08		7506.2	7788.9	6120.72	4541.51	5137.27	5757.84	5264.69	7566.43	5713.16	4122.16	5820.07	6652.23	6110.33	5596.59	3823.65	8068.65	7057.2	8604.1	5792.27	8120.01	6795.77	5536.94		4530.96	6339.54	4857.1	8667.64	7073.89	7763.63	5757.29	5312.24	4109.66	5745.64	6977.56	5866.77	7612.01	9504.35	5951.47	6807.98	7678.44	5141.22	5740.79	6249.1	4953.91	3467.74	2807.22	4967.13	3665.49	5642.62	6325.91	4777.63	7222.43	7497.4	4978.92	6842.05	8577.47	4955.21	6318.69	7375.25	5962.55	8132	4891.75	5026.17	5872.27	4660.49	6209.98	5792.97	6454.97	7382.89	7562.34	5315.63
P02533	P02533	K1C14_HUMAN	KRT14	"Keratin, type I cytoskeletal 14"	152398	22795.9	33932.2	36181.8	14292.7	64452.8	152256	38548	115964	223309	21808.6	20458.4	23449.2	18623.7	19227.4	9748.06	7346.04	17910.7	8352.98	15051.6	13120.7	9820.65	7486.53	7994.52	23619	9190.07	11261.6	22610.8	28234.5	7065.29	15897.2	4468.69	40738.7	19107.5	70335.3	6708.82	27532.3	8812.5	14477.3	7043.47	5094.22	38440.2	12448.9	10047.9	36089.8	12177.8	4838.85	10479.7	7996.1	13909	11083.9	11068.1	7401.92	206384	9010.97	14332.5	7829.04	9131.45	8867.35	12586.3	26895.2	16997.7	6121.32	24845.6	12276.3	20665.5	78688.3	29716.1	9049.44	10515.9	13646.4	7873.82	20246.1	9701.21	52732.3	12171.1	1383.61	4457.65	6493.53	8262.89	7864.64	5098.4	7468.59	6863.54	124514	11196.1	4846	146896	18625.9	9384.1	8479.27	5863.38	10237.8	8710.24	12543.1	13200.3	12928.8	23154	11174.7	14958.5	11305.5	6768.58
P02538	P02538	K2C6A_HUMAN	KRT6A	"Keratin, type II cytoskeletal 6A"	11791.5	1633.18	5161.01	5907.51	3180.92	5670.97	41914.6	16888.6	17201.1	14121.1	2919.22	3232.04	1417.5	2369.46	3671.21	4667.29	364.809	4869.98	2641.97	1554.93	857.564	3925.06	1000.92	1352.11	833.983	1850.71	868.724	11414	2048.39	1024.89		619.169	2024.26	6942.31	1630.12		11301.8		1942.21	509.319	429.794	4478.92		403.559	5740.6	1038.45		742.195	917.43	1202.34	786.765	1001.6	1075.44		1082.44	795.309	738.805	845.953	495.744	4592.74	3944.14	1622.3	681.155	2573.62	1057.78	219209	7119.67	6931.99	1235.44	544.933	1435.69	708.8	2259.46		7752.12	664.8		603.511	659.185	1193.04	480.213	607.907	1078.29	925.546	27017.5	1315.93	1151.64	1845.11	1353.28	1036.46	719.513	433.268	1058.53	534.11	2142.61	973.404	1004.62	1412.89	653.455	561.06	1010.1	1342.31
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	772.734		297.731	760.603			1284.75	714.584		1584.43			502.712							538.669				439.584	992.022		359.753						833.277			1537.76		724.712							1056.58							283.822								283.725		936.494				2407.01		286.227			567.464				677.411									1077.69	1955.85									445.055	383.196			772.828	1372.37			
P02549	P02549	SPTA1_HUMAN	SPTA1	"Spectrin alpha chain, erythrocytic 1"								609.591		4259.17			578.304		7288.39			11386.7	1139.67	6227.5					638.54	992.269		3342.27	1785.65		10767.4		1239.06	5098.14	7028.24	9686.91	8224.26		818.167	1501.03		517.763	1214.89	5452.39				1004.51	3480.18			555.376		55750.3	2377.09							413.975	1304.29	4332.43					814.51				1974.46				500.604		841.045	2766.62					474.706			344.017				3888.12				1668.13				3562.51	651.306	
P02647	P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I	1.09E+06	1.20E+06	1.16E+06	1.33E+06	983207	825909	957066	1.20E+06	650096	705745	4.31E+06	1.61E+06	1.03E+06	554246	730218	774293	1.62E+06	1.32E+06	1.71E+06	837243	1.68E+06	1.08E+06	1.24E+06	1.13E+06	2.19E+06	1.49E+06	1.40E+06	1.09E+06	1.45E+06	1.46E+06	730623	663010	883540	2.14E+06	2.09E+06	1.36E+06	1.04E+06	1.05E+06	956544	2.01E+06	1.29E+06	980307	1.01E+06	414273	1.14E+06	1.41E+06	2.96E+06	847177	1.95E+06	1.00E+06	836497	703400	1.58E+06	405699	1.42E+06	2.45E+06	1.55E+06	2.23E+06	1.36E+06	995340	1.82E+06	801658	1.33E+06	2.70E+06	2.30E+06	1.88E+06	1.47E+06	1.21E+06	2.57E+06	1.91E+06	1.68E+06	2.27E+06	1.17E+06	871463	2.46E+06	3.00E+06	3.82E+06	3.47E+06	1.84E+06	1.94E+06	1.52E+06	1.18E+06	757948	1.94E+06	1.40E+06	1.63E+06	1.19E+06	1.67E+06	1.64E+06	1.16E+06	2.44E+06	2.21E+06	1.34E+06	981360	1.45E+06	1.17E+06	2.61E+06	1.12E+06	1.26E+06	1.45E+06	1.01E+06	1.27E+06
